**********************
Inicio de la transcripción de Windows PowerShell
Hora de inicio: 20250806144948
Nombre de usuario: AULA403-23\Administrador
Usuario RunAs: AULA403-23\Administrador
Nombre de la configuración: 
Máquina: AULA403-23 (Microsoft Windows NT 10.0.26100.0)
Aplicación host: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
Id. de proceso: 1636
PSVersion: 5.1.26100.4652
PSEdition: Desktop
PSCompatibleVersions: 1.0, 2.0, 3.0, 4.0, 5.0, 5.1.26100.4652
BuildVersion: 10.0.26100.4652
CLRVersion: 4.0.30319.42000
WSManStackVersion: 3.0
PSRemotingProtocolVersion: 2.3
SerializationVersion: 1.1.0.1
**********************
La transcripción ha comenzado. El archivo de salida es C:\Users\Aula403-23\Documents\E2\transcript.txt
PS C:\WINDOWS\system32> Get-Date

miércoles, 6 de agosto de 2025 02:49:59 p. m.


PS C:\WINDOWS\system32> Get-Location

Path
----
C:\WINDOWS\system32


PS C:\WINDOWS\system32> Clear-Host
PS C:\WINDOWS\system32> Get-Process

Handles  NPM(K)    PM(K)      WS(K)     CPU(s)     Id  SI ProcessName
-a----     05/06/2025  01:11 p. m.        1499136 aadtb.dll
-a----     04/06/2025  08:31 p. m.         234952 aadWamExtension.dll
-a----     04/06/2025  08:30 p. m.         569344 AarSvc.dll
-a----     10/07/2025  09:58 a. m.         841104 AboutSettingsHandlers.dll
-a----     04/06/2025  08:32 p. m.         409600 AboveLockAppHost.dll
-a----     04/06/2025  08:30 p. m.         307200 accessibilitycpl.dll
-a----     05/09/2024  10:08 p. m.         303104 accountaccessor.dll
-a----     10/07/2025  09:55 a. m.         262144 AccountHealth.dll
-a----     05/09/2024  10:08 p. m.         376832 AccountsRt.dll
-a----     10/07/2025  09:55 a. m.         497280 AcGenral.dll
-a----     10/07/2025  09:55 a. m.         446464 AcLayers.dll
-a----     01/04/2024  01:22 a. m.          32768 acledit.dll
-a----     04/06/2025  08:30 p. m.         573440 aclui.dll
-a----     10/07/2025  09:55 a. m.         656792 acmigration.dll
-a----     10/07/2025  09:55 a. m.         294912 ACPBackgroundManagerPolicy.dll
-a----     10/07/2025  09:55 a. m.         159744 acppage.dll
-a----     01/04/2024  01:22 a. m.          40960 acproxy.dll
-a----     04/06/2025  08:30 p. m.         139264 AcSpecfc.dll
-a----     04/06/2025  08:31 p. m.         335872 ActionCenter.dll
-a----     04/06/2025  08:31 p. m.         159744 ActionCenterCPL.dll
-a----     05/06/2025  01:09 p. m.         267704 ActionQueue.dll
-a----     04/06/2025  08:30 p. m.         188416 ActivationClient.dll
-a----     10/07/2025  09:55 a. m.         962560 ActivationManager.dll
-a----     05/09/2024  10:08 p. m.         303104 activeds.dll
-a----     01/04/2024  01:22 a. m.         122880 activeds.tlb
-a----     01/04/2024  01:22 a. m.           8321 ActiveHours.png
-a----     05/09/2024  10:08 p. m.         102400 ActiveSyncCsp.dll
-a----     04/06/2025  08:32 p. m.        1810432 ActiveSyncProvider.dll
-a----     05/06/2025  01:09 p. m.         524288 actxprxy.dll
-a----     05/09/2024  10:08 p. m.          90112 AcWinRT.dll
-a----     04/06/2025  08:30 p. m.          40960 AcXtrnal.dll
-a----     05/09/2024  10:09 p. m.          69632 AdaptiveCards.dll
-a----     04/06/2025  08:34 p. m.          94208 AddressParser.dll
-a----     01/04/2024  01:22 a. m.          49152 adhapi.dll
-a----     05/09/2024  10:08 p. m.         106496 adhsvc.dll
-a----     04/06/2025  08:31 p. m.         540672 AdmTmpl.dll
-a----     04/06/2025  08:31 p. m.         110592 adprovider.dll
-a----     04/06/2025  08:31 p. m.         143360 adrclient.dll
-a----     05/09/2024  10:08 p. m.         315392 adsldp.dll
-a----     04/06/2025  08:30 p. m.         282624 adsldpc.dll
-a----     05/09/2024  10:08 p. m.         131072 adsmsext.dll
-a----     05/09/2024  10:08 p. m.         421888 adsnt.dll
-a----     10/07/2025  09:57 a. m.         950272 adtschema.dll
-a----     04/06/2025  08:31 p. m.         204800 AdvancedEmojiDS.dll
-a----     10/07/2025  09:55 a. m.         745216 advapi32.dll
-a----     05/06/2025  01:11 p. m.          12288 advapi32res.dll
-a----     05/09/2024  10:08 p. m.         180224 advpack.dll
-a----     01/04/2024  01:22 a. m.          40960 aeevts.dll
-a----     10/07/2025  09:55 a. m.        1222016 aeinv.dll
-a----     10/07/2025  09:55 a. m.         906624 aemarebackup.dll
-a----     10/07/2025  09:55 a. m.         666688 aepic.dll
-a----     04/06/2025  08:30 p. m.        1007616 agentactivationruntime.dll
-a----     04/06/2025  08:30 p. m.          40960 agentactivationruntimestarter.exe
-a----     04/06/2025  08:30 p. m.        1175552 agentactivationruntimewindows.dll
-a----     10/07/2025  09:55 a. m.         884736 AgentService.exe
-a----     05/06/2025  01:12 p. m.         344064 AggregatorHost.exe
-a----     10/07/2025  09:55 a. m.        3258712 aitstatic.exe
-a----     05/09/2024  10:08 p. m.         188416 alg.exe
-a----     31/03/2024  02:23 p. m.          18944 amcompat.tlb
-a----     05/09/2024  10:08 p. m.         114688 amsi.dll
-a----     01/04/2024  01:22 a. m.          36864 amsiproxy.dll
-a----     05/09/2024  10:08 p. m.         118784 amstream.dll
-a----     05/09/2024  10:08 p. m.         262144 apds.dll
-a----     05/09/2024  10:08 p. m.         102400 APHostClient.dll
-a----     31/03/2024  10:54 a. m.          24576 APHostRes.dll
-a----     04/06/2025  08:32 p. m.         360448 APHostService.dll
-a----     10/07/2025  09:55 a. m.         421888 apisampling.dll
-a----     10/07/2025  09:55 a. m.         200704 ApiSetHost.AppExecutionAlias.dll
-a----     10/07/2025  09:55 a. m.         152960 apisetschema.dll
-a----     10/07/2025  09:57 a. m.        1806336 APMon.dll
-a----     04/06/2025  08:32 p. m.          77824 APMonUI.dll
-a----     10/07/2025  09:59 a. m.         951832 AppContracts.dll
-a----     04/06/2025  08:35 p. m.         299008 AppExtension.dll
-a----     10/07/2025  09:55 a. m.         999424 appfootprint.dll
-a----     10/07/2025  09:55 a. m.         658424 apphelp.dll
-a----     04/06/2025  08:30 p. m.          57344 Apphlpdm.dll
-a----     05/06/2025  01:12 p. m.         139264 AppHostRegistrationVerifier.exe
-a----     04/06/2025  08:30 p. m.         100656 appidapi.dll
-a----     04/06/2025  08:30 p. m.          49152 appidcertstorecheck.exe
-a----     04/06/2025  08:30 p. m.         155648 appidpolicyconverter.exe
-a----     05/09/2024  10:09 p. m.         360448 AppIdPolicyEngineApi.dll
-a----     04/06/2025  08:30 p. m.         118784 appidsvc.dll
-a----     04/06/2025  08:30 p. m.          49152 appidtel.exe
-a----     10/07/2025  09:56 a. m.         401408 appinfo.dll
-a----     04/06/2025  08:32 p. m.          40960 appinfoext.dll
-a----     10/07/2025  09:55 a. m.          79232 AppInstallerBackgroundUpdate.exe
-a----     05/09/2024  10:08 p. m.          77824 AppInstallerPrompt.Desktop.dll
-a----     04/06/2025  08:30 p. m.         131072 ApplicationControlCSP.dll
-a----     10/07/2025  09:58 a. m.         765952 ApplicationFrame.dll
-a----     04/06/2025  08:33 p. m.          96504 ApplicationFrameHost.exe
-a----     10/07/2025  09:55 a. m.         380928 ApplicationTargetedFeatureDatabase.dll
-a----     05/06/2025  01:09 p. m.         118784 AppListBackupLauncher.dll
-a----     04/06/2025  08:30 p. m.         368640 AppLockerCSP.dll
-a----     10/07/2025  09:55 a. m.         819200 ApplySettingsTemplateCatalog.exe
-a----     10/07/2025  09:55 a. m.        1340248 ApplyTrustOffline.exe
-a----     05/09/2024  10:08 p. m.         172032 AppManagementConfiguration.dll
-a----     05/09/2024  10:08 p. m.         229376 appmgmts.dll
-a----     05/09/2024  10:08 p. m.         446464 appmgr.dll
-a----     04/06/2025  08:32 p. m.         126976 AppMon.dll
-a----     04/06/2025  08:34 p. m.         176128 AppointmentActivation.dll
-a----     04/06/2025  08:34 p. m.         806912 AppointmentApis.dll
-a----     10/07/2025  09:55 a. m.        2688408 appraiser.dll
-a----     10/07/2025  09:55 a. m.         798720 AppReadiness.dll
-a----     10/07/2025  09:55 a. m.          40960 apprepapi.dll
-a----     10/07/2025  09:55 a. m.         749352 AppResolver.dll
-a----     05/09/2024  10:08 p. m.         258048 ApproveChildRequest.exe
-a----     05/09/2024  10:09 p. m.         221184 appsruprov.dll
-a----     05/06/2025  01:09 p. m.         632224 AppVCatalog.dll
-a----     04/06/2025  08:30 p. m.         792000 AppVClient.exe
-a----     01/04/2024  02:26 p. m.         233472 AppvClientEventLog.dll
-a----     04/06/2025  08:30 p. m.          62880 AppVClientPS.dll
-a----     04/06/2025  08:30 p. m.         193952 AppVDllSurrogate.exe
-a----     04/06/2025  08:30 p. m.         755128 AppVEntStreamingManager.dll
-a----     05/06/2025  01:09 p. m.        1275296 AppVEntSubsystemController.dll
-a----     10/07/2025  09:55 a. m.        1705384 AppVEntSubsystems64.dll
-a----     10/07/2025  09:55 a. m.        1635712 AppVEntVirtualization.dll
-a----     04/06/2025  08:30 p. m.         143360 appvetwclientres.dll
-a----     01/04/2024  02:26 p. m.         233472 appvetwsharedperformance.dll
-a----     04/06/2025  08:30 p. m.          20480 appvetwstreamingux.dll
-a----     04/06/2025  08:30 p. m.         271680 AppVFileSystemMetadata.dll
-a----     04/06/2025  08:30 p. m.        1435040 AppVIntegration.dll
-a----     04/06/2025  08:30 p. m.         902584 AppVManifest.dll
-a----     04/06/2025  08:30 p. m.         185664 AppVNice.exe
-a----     04/06/2025  08:30 p. m.         738736 AppVOrchestration.dll
-a----     04/06/2025  08:30 p. m.         988480 AppVPolicy.dll
-a----     04/06/2025  08:30 p. m.         583096 AppVPublishing.dll
-a----     04/06/2025  08:30 p. m.         673224 AppVReporting.dll
-a----     04/06/2025  08:30 p. m.         370104 AppVScripting.dll
-a----     04/06/2025  08:30 p. m.          38320 AppVSentinel.dll
-a----     04/06/2025  08:30 p. m.         234928 AppVShNotify.exe
-a----     04/06/2025  08:30 p. m.         210376 AppVStreamingUX.dll
-a----     04/06/2025  08:30 p. m.         239032 AppVStreamMap.dll
-a----     04/06/2025  08:30 p. m.          46512 AppVTerminator.dll
-a----     10/07/2025  09:55 a. m.         643072 appwiz.cpl
-a----     10/07/2025  09:55 a. m.         460200 AppxAllUserStore.dll
-a----     10/07/2025  09:55 a. m.         253952 AppXApplicabilityBlob.dll
-a----     05/06/2025  01:09 p. m.         288184 AppxApplicabilityEngine.dll
-a----     10/07/2025  09:55 a. m.        1497224 AppXDeploymentClient.dll
-a----     10/07/2025  09:55 a. m.        2797568 AppXDeploymentExtensions.desktop.dll
-a----     10/07/2025  09:55 a. m.        3588096 AppXDeploymentExtensions.onecore.dll
-a----     10/07/2025  09:55 a. m.        6119424 AppXDeploymentServer.dll
-a----     10/07/2025  09:55 a. m.        2504064 AppxPackaging.dll
-a----     01/04/2024  01:22 a. m.           3497 AppxProvisioning.xml
-a----     10/07/2025  09:55 a. m.         405504 AppxSip.dll
-a----     05/09/2024  10:08 p. m.          45056 AppxStreamingDataSourcePS.dll
-a----     10/07/2025  09:55 a. m.         249856 AppxSysprep.dll
-a----     10/07/2025  09:55 a. m.         258048 Apx01000.dll
-a----     04/06/2025  08:30 p. m.          73728 ApxSvc.dll
-a----     04/06/2025  08:29 p. m.        1409024 archiveint.dll
-a----     04/06/2025  08:34 p. m.          49152 ARP.EXE
-a----     01/04/2024  02:26 p. m.          12288 asferror.dll
-a----     01/04/2024  01:22 a. m.          27032 aspnet_counters.dll
-a----     04/06/2025  08:30 p. m.         520192 AssignedAccessCsp.dll
-a----     05/06/2025  01:09 p. m.         135168 AssignedAccessGuard.exe
-a----     10/07/2025  09:55 a. m.         651264 AssignedAccessManager.dll
-a----     10/07/2025  09:55 a. m.         921600 assignedaccessmanagersvc.dll
-a----     01/04/2024  02:26 p. m.          32768 assignedaccessproviderevents.dll
-a----     05/09/2024  10:08 p. m.          90112 AssignedAccessRuntime.dll
-a----     05/06/2025  01:09 p. m.         176128 AssignedAccessShellProxy.dll
-a----     01/04/2024  01:22 a. m.         110592 asycfilt.dll
-a----     05/09/2024  10:08 p. m.          49152 at.exe
-a----     04/06/2025  08:30 p. m.         151552 AtBroker.exe
-a----     04/06/2025  08:30 p. m.         122880 atl.dll
-a----     01/04/2024  01:22 a. m.          53248 atlthunk.dll
-a----     10/07/2025  09:56 a. m.          81920 atmlib.dll
-a----     01/04/2024  01:22 a. m.          45056 attrib.exe
-a----     10/07/2025  09:55 a. m.         918736 audiodg.exe
-a----     10/07/2025  09:55 a. m.         663552 AudioEndpointBuilder.dll
-a----     10/07/2025  09:55 a. m.        2013720 AudioEng.dll
-a----     10/07/2025  09:58 a. m.         786432 AudioHandlers.dll
-a----     10/07/2025  09:55 a. m.         517952 AUDIOKSE.dll
-a----     10/07/2025  09:55 a. m.         106496 audioresourceregistrar.dll
-a----     10/07/2025  09:55 a. m.        1844336 AudioSes.dll
-a----     10/07/2025  09:55 a. m.        2007040 audiosrv.dll
-a----     10/07/2025  09:55 a. m.         501408 AudioSrvPolicyManager.dll
-a----     04/06/2025  08:33 p. m.         192512 auditcse.dll
-a----     05/06/2025  01:09 p. m.         151552 AuditNativeSnapIn.dll
-a----     04/06/2025  08:32 p. m.          61440 auditpol.exe
-a----     04/06/2025  08:32 p. m.         102400 auditpolcore.dll
-a----     05/06/2025  01:09 p. m.          90112 AuditPolicyGPInterop.dll
-a----     05/06/2025  01:09 p. m.         106496 auditpolmsg.dll
-a----     04/06/2025  08:32 p. m.         225280 AuthBroker.dll
-a----     04/06/2025  08:33 p. m.         155648 AuthBrokerUI.dll
-a----     04/06/2025  08:30 p. m.          98304 AuthExt.dll
-a----     10/07/2025  09:59 a. m.         368640 authfwcfg.dll
-a----     05/09/2024  10:09 p. m.          53248 AuthFWGP.dll
-a----     10/07/2025  09:59 a. m.        5429760 AuthFWSnapin.dll
-a----     01/04/2024  01:22 a. m.         113152 AuthFWWizFwk.dll
-a----     04/06/2025  08:33 p. m.         158520 AuthHost.exe
-a----     01/04/2024  01:22 a. m.          40960 AuthHostProxy.dll
-a----     10/07/2025  09:55 a. m.         303104 authui.dll
-a----     05/06/2025  01:11 p. m.         327680 authz.dll
-a----     01/04/2024  01:22 a. m.        1044480 autochk.exe
-a----     10/07/2025  09:55 a. m.          94208 autofstx.exe
-a----     10/07/2025  09:55 a. m.          69632 AutomaticAppSignInPolicy.dll
-a----     04/06/2025  08:32 p. m.         221184 autopilot.dll
-a----     05/09/2024  10:08 p. m.          61440 autopilotdiag.dll
-a----     04/06/2025  08:30 p. m.         200704 autoplay.dll
-a----     04/06/2025  08:30 p. m.         139264 autotimesvc.dll
-a----     01/04/2024  01:22 a. m.         138092 AverageRoom.bin
-a----     05/09/2024  10:09 p. m.         110592 avicap32.dll
-a----     05/09/2024  10:09 p. m.         143360 avifil32.dll
-a----     05/06/2025  01:10 p. m.          55184 avrt.dll
-a----     04/06/2025  08:30 p. m.         172032 AxInstSv.dll
